ID,item_cnt_month
1079,1.9778499999999999
1080,1.0773333333333335
1081,1.018
1082,1.047
1083,1.8925
1084,1.039
1085,1.5742666666666667
1086,1.2861333333333331
1087,1.226
1088,1.127
1089,5.4335357142857115
1090,1.7969166666666665
1091,1.2299166666666665
1092,1.845245238095238
1093,1.022
1094,1.0423333333333336
1095,1.0265
1096,1.1265
1097,1.0685
1098,1.87475
1099,1.2868333333333333
1100,1.101247619047619
1101,1.0696333333333332
1102,1.01425
1103,1.721
1104,2.094
1105,1.335
1106,1.066
1107,1.582
1108,1.102
1109,1.8165
1110,1.213
1111,1.017
1112,1.2790595238095241
1113,1.156
1114,2.014
1115,1.521
1116,1.2278166666666668
1117,1.0835
1118,1.0
1119,1.0145999999999997
1120,1.0560999999999998
1121,1.0217666666666667
1122,1.3861333333333332
1123,3.4011428571428577
1124,1.3637
1125,1.008
1126,2.721
1127,2.093
1128,1.7249
1129,1.0652833333333334
1130,0.9504166666666667
1131,2.0611666666666664
1132,1.134
1133,2.137375
1134,1.6396666666666668
1135,1.203
1136,1.142
1137,3.112033333333333
1138,1.276
1139,1.4048
1140,1.816
1141,1.1064952380952384
1142,2.103
1143,1.9108559523809523
1144,1.3525
1145,1.04
1146,1.1153333333333335
1147,1.0922833333333333
1148,1.0863333333333332
1149,1.088
1150,1.3862000000000005
1151,2.024
1152,1.026
1153,1.005
1154,1.168
1155,1.084
1156,1.05
1157,4.086
1158,3.413076190476191
1159,1.727
1160,1.779
1161,1.4779166666666668
1162,1.003
1163,1.034
1164,1.171
1165,1.0491666666666668
1166,1.3463333333333332
1167,1.3551333333333333
1168,1.139
1169,1.4141333333333332
1170,1.3231333333333333
1171,1.293509523809524
1172,1.1468261904761905
1173,1.165
1174,1.187
1175,1.242
1176,1.255
1177,1.012
1178,1.0858452380952381
1179,1.002
1180,1.081
1181,1.6285
1182,1.6885
1183,1.0968333333333335
1184,1.1963999999999997
1185,1.025
1186,1.121909523809524
1187,1.145159523809524
1188,1.115
1189,1.9384333333333337
1190,1.074
1191,1.0193333333333332
1192,1.656
1193,2.239692857142857
1194,1.2137023809523804
1195,4.4735
1196,1.018
1197,1.0285666666666666
1198,1.112
1199,1.084
1200,1.0136666666666667
1201,1.3031666666666668
1202,1.568
1203,1.0574166666666664
1204,1.046
1205,2.145409523809522
1206,1.1016666666666666
1207,1.0236666666666667
1208,1.436
1209,1.023
1210,1.2648000000000001
1211,1.5279500000000001
1212,1.6735948412698407
1213,1.1989166666666664
1214,1.168
1215,1.4111000000000002
1216,1.0596666666666668
1217,2.4566500000000002
1218,1.169
1219,1.136
1220,1.122
1221,1.022
1222,1.008
1223,1.115
1224,1.2430666666666668
1225,1.221
1226,1.059
1227,1.272
1228,1.0341666666666667
1229,1.00375
1230,1.036
1231,1.3326785714285714
1232,1.0540833333333335
1233,1.0075119047619048
1234,1.1996666666666664
1235,1.2165095238095238
1236,1.0468000000000004
1237,1.037461904761905
1238,1.276
1239,2.776
1240,1.0251499999999998
1241,1.0573333333333335
1242,1.0758666666666667
1243,1.3511761904761903
1244,1.1821428571428572
1245,1.1268333333333336
1246,1.34125
1247,1.4816166666666668
1248,1.011
1249,1.0060833333333334
1250,1.021
1251,1.924
1252,1.443
1253,1.169
1254,1.216
1255,1.115
1256,1.202
1257,1.0285
1258,1.430016666666667
1259,1.4405
1260,1.4425
1261,1.1895
1262,1.191
1263,1.3195000000000001
1264,1.3379809523809525
1265,1.2145619047619047
1266,1.098
1267,1.2210666666666665
1268,1.02075
1269,2.1181000000000005
1270,1.4316809523809517
1271,1.002
1272,1.048
1273,1.299366666666667
1274,1.1085833333333333
1275,1.031
1276,1.022
1277,1.0345
1278,1.9315
1279,1.8820833333333333
1280,1.8699666666666668
1281,1.0905833333333335
1282,1.2473333333333332
1283,2.50025
1284,1.5309809523809519
1285,1.039
1286,1.028
1287,1.08
1288,1.243
1289,1.0075
1290,1.0075
1291,4.825749999999999
1292,2.596
1293,1.009
1294,1.1782833333333331
1295,1.1703777777777775
1296,1.503
1297,1.1742571428571429
1298,1.2652833333333333
1299,1.0
1300,1.0005
1301,2.7505000000000006
1302,1.018
1303,1.037
1304,2.24
1305,1.964
1306,1.4440248917748923
1307,1.082
1308,1.165
1309,2.001
1310,1.7473500000000008
1311,1.3586500000000001
1312,1.8711666666666664
1313,1.087
1314,2.075
1315,1.38075
1316,1.621
1317,1.0344
1318,2.589672619047619
1319,1.01
1320,1.028
1321,1.261
1322,2.484
1323,1.1915476190476193
1324,1.0493333333333335
1325,1.37825
1326,1.076
1327,1.0532833333333333
1328,1.118
1329,1.328
1330,1.121
1331,1.509
1332,1.33
1333,3.2324869047619047
1334,1.767
1335,1.052
1336,1.310033333333333
1337,1.331
1338,0.885
1339,1.246383333333333
1340,1.01785
1341,1.01785
1342,1.4591845238095247
1343,1.0746666666666664
1344,1.01
1345,1.0185
1346,1.01785
1347,1.05945
1348,1.212
1349,1.395
1350,1.091
1351,1.031
1352,1.0375
1353,1.0774166666666665
1354,1.92
1355,1.326
1356,1.35
1357,1.3365
1358,1.0311666666666668
1359,1.808
1360,1.994
1361,1.48
1362,1.276816666666667
1363,1.05
1364,1.407
1365,1.0231666666666668
1366,1.165
1367,1.0574333333333334
1368,1.328
1369,2.001
1370,2.029
1371,1.06875
1372,1.268
1373,1.266
1374,1.27
1375,1.266
1376,1.246
1377,2.069380952380952
1378,1.0645238095238096
1379,1.0258333333333334
1380,1.14
1381,1.662
1382,1.184
1383,1.059
1384,1.252
1385,1.321533333333333
1386,1.683
1387,1.1208126984126985
1388,1.218766666666667
1389,1.4687500000000002
1390,1.0275
1391,2.287
1392,1.011
1393,1.605
1394,1.0435833333333333
1395,1.168
1396,1.38
1397,1.119
1398,1.40375
1399,1.6750833333333335
1400,1.5512
1401,1.717
1402,1.146
1403,1.128
1404,1.04325
1405,1.2319166666666665
1406,1.0371190476190477
1407,1.7131500000000002
1408,1.014
1409,1.0231666666666668
1410,1.005
1411,1.9711619047619051
1412,1.0268333333333335
1413,20.737
1414,1.004
1415,1.016
1416,1.3461666666666667
1417,1.247
1418,1.1185166666666668
1419,1.6216666666666668
1420,1.061
1421,1.0695
1422,1.001
1423,1.8571333333333335
1424,1.017
1425,1.5156666666666665
1426,1.035
1427,1.0921666666666665
1428,1.009
1429,1.2261333333333333
1430,1.1929000000000005
1431,1.0117202380952381
1432,1.0523333333333333
1433,1.0042499999999999
1434,1.259
1435,1.02975
1436,1.238259523809524
1437,1.240459523809524
1438,1.1454928571428573
1439,1.1454928571428573
1440,1.1454928571428573
1441,1.285509523809524
1442,1.02375
1443,1.041
1444,1.448033333333333
1445,2.626
1446,1.373
1447,1.6853666666666667
1448,1.2903333333333333
1449,1.3491333333333333
1450,1.2816785714285712
1451,2.178185714285714
1452,1.088
1453,1.1115
1454,1.0475
1455,1.822783333333333
1456,1.0525833333333334
1457,1.728
1458,1.845
1459,2.023
1460,1.026
1461,1.2230166666666664
1462,1.062
1463,1.1333250000000001
1464,1.131
1465,2.7298
1466,1.5570119047619047
1467,2.3126666666666664
1468,1.5936666666666668
1469,0.87
1470,1.114
1471,1.0306666666666666
1472,1.2413500000000002
1473,1.212
1474,1.1211
1475,1.188447619047619
1476,1.003
1477,1.009
1478,2.381
1479,1.003
1480,1.085
1481,1.321
1482,1.614
1483,1.3428333333333333
1484,1.03
1485,1.003
1486,1.218
1487,1.0124166666666665
1488,1.04
1489,1.045
1490,0.9724166666666666
1491,1.034
1492,1.476
1493,1.19
1494,1.077
1495,1.049
1496,1.071
1497,3.8966190476190476
1498,4.545299999999999
1499,1.047
1500,1.005
1501,1.012
1502,1.3251428571428572
1503,1.207342857142857
1504,1.064
1505,1.07
1506,1.438
1507,1.2426761904761905
1508,1.0625
1509,1.5228
1510,1.018
1511,1.011
1512,1.0060833333333334
1513,1.2796761904761904
1514,1.2966761904761903
1515,1.9157428571428567
1516,1.797742857142857
1517,1.121
1518,1.063
1519,1.059
1520,1.3031761904761903
1521,1.294842857142857
1522,1.2244571428571427
1523,1.013
1524,1.1223333333333334
1525,1.258
1526,1.0801
1527,1.005
1528,1.004
1529,1.121
1530,1.0940333333333334
1531,1.1018
1532,1.4770214285714283
1533,1.104
1534,1.054
1535,1.054
1536,1.654
1537,1.4952166666666666
1538,1.063
1539,1.0376666666666667
1540,1.109
1541,1.471
1542,1.492
1543,1.156
1544,1.7305095238095243
1545,1.408
1546,1.53345
1547,1.3853
1548,2.0255833333333335
1549,1.925
1550,1.31
1551,1.295
1552,1.315
1553,1.0874166666666665
1554,1.021
1555,1.5591166666666665
1556,1.314
1557,1.3
1558,1.122
1559,1.934
1560,1.0285
1561,1.890783333333333
1562,1.892783333333333
1563,1.822783333333333
1564,2.9854761904761906
1565,1.369
1566,1.501
1567,1.1625
1568,1.105
1569,1.0434499999999998
1570,2.1032833333333336
1571,1.5612833333333334
1572,1.437
1573,1.13
1574,1.316
1575,1.203
1576,2.5512666666666663
1577,1.0260333333333334
1578,1.0923333333333334
1579,2.139916666666667
1580,1.0935
1581,1.7567404761904761
1582,10.398614285714286
1583,1.1855666666666669
1584,1.3358547619047627
1585,1.5105833333333332
1586,1.16625
1587,1.2885333333333333
1588,1.502
1589,1.694
1590,1.217
1591,1.287
1592,2.061
1593,1.8749333333333333
1594,1.0095
1595,1.365
1596,372.95201428571454
1597,1.0532000000000001
1598,1.122
1599,1.081
1600,1.01
1601,1.012
1602,1.0181
1603,1.0481666666666665
1604,4.192992857142857
1605,1.2793666666666665
1606,360.4107119047619
1607,332.7013261904762
1608,1.6783333333333332
1609,1.152
1610,1.156
1611,1.165
1612,2.655
1613,1.095
1614,2.36
1615,2.274
1616,1.1556666666666668
1617,1.3584452380952377
1618,1.363
1619,2.942059523809524
1620,1.106
1621,1.239
1622,1.7439666666666667
1623,1.1933333333333334
1624,1.192
1625,245.36992499999988
1626,3.282
1627,1.0386666666666668
1628,1.25
1629,1.174
1630,1.3325500000000001
1631,1.8989749999999996
1632,1.023
1633,2.312
1634,1.522883333333332
1635,1.4000999999999997
1636,1.1548071428571434
1637,1.3099904761904761
1638,1.0285
1639,14.581
1640,1.044
1641,374.99179523809516
1642,1.136
1643,1.5591666666666668
1644,1.382
1645,1.1948
1646,1.019
1647,1.1088333333333333
1648,1.2874166666666667
1649,1.0363333333333336
1650,88.51092817460314
1651,1.1410166666666666
1652,1.1153333333333333
1653,1.082
1654,1.4387333333333334
1655,2.222839285714286
1656,1.018
